,data,label
1790,The carbon emissions from the production and distribution of drinking water consumed by Robeco were calculated for the first time.,unsustainable
1791,"For 2015, Scope 2 emissions were calculated using the market-based method outlined in the GHG Protocol Scope 2 Guidance, updated in 2015.",unsustainable
1792,"The data shows significant improvements due to soil maintenance programmes implemented by management, with portfolios achieving or moving towards the target range.",sustainable
1793,This platform was designed to meet the growing demand from downstream manufacturers for low-carbon aluminum and to help upstream producers accelerate their transition to low-carbon technologies.,sustainable
1794,Data is based on the top 19 (19 in 2018) logistics supply partners (LSP) delivery data (tonne-km) and transportation mode.,unsustainable
1795,"Lastly, the increased focus on core capabilities or geographical footprints and the ongoing simplification of business models to reduce operational and compliance risks will result in further disposals of non-core businesses and assets.",unsustainable
1796,"It is further estimated that more than 50% of tropical deforestation is due to the production of soy, palm oil, timber and beef.",unsustainable
1797,"Sperre’ total s carbon footprint has been reduced by 7% since 2018, and carbon intensity has been reduced by 2% since 2018.",sustainable
1798,"In addition to the work to reduce product mass, the Group’s Industrial Department is also undertaking action plans to reduce material consumption.",sustainable
1799,"For each employee, we offer two paid volunteering days a year.",sustainable
1800,The investment in ground source technology will support our commitment to enable all new homes we build from 2030 to operate with net zero carbon emissions.,sustainable
1801,"Indeed, we are one of the top European private-sector project financiers of clean energy, while our financing and advisory services support other low-carbon and clean-tech businesses.",sustainable
1802,"As a signatory of the Tobacco Free Finance Pledge, in 2020 we further strengthened our tobacco exclusion policy.",sustainable
1803,"The simultaneous existence of undernourishment, obesity, the environmental footprint of food production and food waste puts the global food system under significant stress.",unsustainable
1804,"For more information on the compensation of the Board of Executive Directors, see the Compensation Report on pages 146 to 158",unsustainable
1805,"This will include heating and cooling, clean water concessions, waste management technology, recycling, and waste/sewage utilities.",unsustainable
1806,"In support of our 100% renewable electricity commitment, we have been members of the US EPA Green Power Partnership since 2017.",sustainable
1807,"Other municipal solid wastes involve food waste, wastewater and printing inks-related chemical waste.",unsustainable
1808,These type of serious incidents rarely occur in our operating environment and are more relevant to the safety related reporting of other industries.,unsustainable
1809,"A value chain describes the successive steps in a production process: from raw materials through various intermediate steps, such as transportation and production, to the finished product.",unsustainable
1810,"Free2Move Services is an app dedicated to location and payment of 130,000 European public charging points for electrified vehicles.",unsustainable
1811,"In the Americas, we have begun a partnership with Gateway to Leadership Foundation who aim to create greater awareness of career opportunities in the financial services industry for aspiring minority students and provide them with workforce readiness training and internships.",sustainable
1812,"Board of Statutory Auditors: oversees auditing activities, monitoring, inter alia, the observance of legislation and the adequacy of the organisational and administrative/reporting structure.",unsustainable
1813,"JPR is working to reduce power consumption by installing motion detectors in bathrooms, staff kitchens, and stairways when carrying out common-area renovations so that lights will be turned off when these areas are not in use.",sustainable
1814,"The environmental impact in terms of emissions generated is substantially lower than for animal-based protein, whereby land use is also reduced considerably.",unsustainable
1815,"The current development guidelines set out in the strategic plans are characterized by the consolidation of its leadership position in the water industry and the expansion of the Group’s territorial area of interest, which is mainly focused on Central Italy, and of its businesses, which range from energy production from renewable sources to the circular economy and from energy efficiency services and sustainable mobility to gas distribution.",sustainable
1816,These figures pertain to the total weight of transported products and indicate the primary means of transport.,unsustainable
1817,We are an active owner in this sector and urge companies to amend their business models and transition to low-carbon energy provision.,sustainable
1818,COVID-19 has impacted overall numbers as in-person volunteering was not possible.,unsustainable
1819,"Also as a result of the activities mentioned above, energy losses on the network during the year amounted to approximately 6% of the total transported, a decrease compared to the 7% of 2019.",sustainable
1820,"In 2019, 4Service started a collaboration with a famous Norwegian chef to make sure that the food served is locally sourced, in season, and creates less food waste, all to decrease its and its customers’ footprint.",sustainable
1821,"In the contest of methods for calculating own funds (supervisory capital), prudential filters are those amendments made to balance-sheet items in order to safeguard the quality of the own funds and to reduce its potential volatility induced by application of the international “IAS/IFRS” accounting standards.",unsustainable
1822,"Assists the Board of Directors, together with the competent Function and having consulted with the independent auditor and Board of Statutory Auditors, in assessing the correct use of accounting standards adopted in order to draw up the consolidated non-financial Disclosure as per Legislative Decree 254/2016.",unsustainable
1823,"Various studies have shown that replacing animal protein with plant-based protein is a healthy alternative and reduces mortality risk, type-2 diabetes and the risk of cardiovascular diseases.",unsustainable
1824,Video conferencing rooms have been installed in the Group’s facilities worldwide and have significantly reduced the need for travel.,sustainable
1825,It is not obligatory to report Scope 3 (indirect emissions from the inputs and outputs to the main business activity – i.e. supply chain and consumer/end-user related emissions).,unsustainable
1826,The ACT method is jointly backed by the French Agency for Ecological Transition (ADEME (and the CDP (Carbon Disclosure Project) and is designed to help evaluate the climate strategies of companies and their alignment with sectoral decarbonization targets.,unsustainable
1827,"In 2019, four families of electronic products were included in the repair catalogue.",unsustainable
1828,This study demonstrated that the difference between a mild and severe winter could cause a 15% fluctuation in industrial CO2 emissions.,unsustainable
1829,The impact of the transport of Mister Auto parts on the Group’s global carbon footprint is therefore considered to be non-material.,unsustainable
1830,"We have taken measures and actions to meet the targets as specified above: we tightened our policy on the financing and insurance of coal-related industries and introduced a comprehensive policy on biodiversity in 2020, we engaged with companies and collaborated in their transition to a low-carbon business by offering them green financial products, we got in contact with partner organisations (e.g. Encon) to help our clients carry out energy-saving initiatives and we developed specific banking, insurance and investment products and services to support a sustainable, low-carbon and climate resilient society.",sustainable
1831,"This figure represents emissions associated with waste disposed of via landfilling, incineration, composting, and recycling.",unsustainable
1832,We will maximise agile working practices and technology to actively reduce the business miles we travel.,sustainable
1833,"BNP Paribas Real Estate has developed operational roadmaps for three key topics: low carbon, biodiversity and circular economy.",sustainable
1834,We will reduce our energy usage in line with our journey to net zero and source energy from renewable sources.,sustainable
1835,Our product portfolio contains a variety of catalysts used in the automotive sector and in industry to reduce the emission of air pollutants.,sustainable
1836,In case of a major reputational loss this group may divest a significant number of shares which will reduce BASF’s market value.,unsustainable
1837,"This year, our concerns about the GIP came to fruition.",unsustainable
1838,Perhaps the next great test of societal licenses will be how companies deal with an environment increasingly focused on decarbonization and net-zero operations.,unsustainable
1839,"Our objective is to transition most of the vehicles in our car fleet to lower emission engines by 2025, enabling us to reduce the total emissions of our vehicles by 25% compared to 2020.",sustainable
1840,The built environment contributes around 40% of the UK’s total carbon footprint.,unsustainable
1841,SGS’ team of Data Privacy officers assess the personal risks associated with any identified incidents and determine whether the individual data owners and local data protection authorities should be notified.,unsustainable
1842,A circular economy is one where energy and raw materials are utilised with greater awareness and more efficiency.,unsustainable
1843,"Habitat and biodiversity loss, water scarcity, deforestation and waste disposal, among other issues highlight the need for better natural resource management.",unsustainable
1844,"By the end of this period, average CO2 emissions per km for our worldwide fleet shall not exceed 95 grams per km and no vehicle covered by the policy should exceed 105g CO2 /km.",sustainable
1845,"The Kenyan subsistence farmer, who faces another failed crop because of another year without rain.",unsustainable
1846,JPMorgan Chase is committed to supporting our clients’ strategies for transitioning to a lower-carbon economy and for positioning themselves to adapt to and capitalize on opportunities to advance sustainable solutions.,sustainable
1847,For North America the calculations were based on Bureau of Transportation Statistics on principal means of transportation to work.,unsustainable
1848,The likely impact would be to reduce future profit and shareholder equity.,unsustainable
1849,"Transition risk arises from changes to policy, technology and consumer preferences over time that reduce reliance on carbon-intensive products and services.",unsustainable
1850,"To reduce our own footprint, we set a goal to achieve carbon neutrality in our global operations and business travel by 2022.",sustainable
1851,"We use a variety of methods for recycling, recovering and disposing of the waste we generate, each of which has a different impact on the environment.",sustainable
1852,We have performed regular global employee surveys since 2008.,sustainable
1853,"Working through government education centres, Salva Terra provide rural families with improved knowledge and understanding of nutrition, crop production and entrepreneurship.",sustainable
1854,"An additional acquisition of the global vegetable seeds business followed on August 16, 2018.",unsustainable
1855,Vertical farming is not subject to unfavorable weather conditions that might impact crop production or environmental hazards since there are no toxic fertilizers used that may affect the health of farmers and consumers.,unsustainable
1856,"At the same time, they increase production to meet greater demand caused by global population growth and changing food habits.",unsustainable
1857,Further information about our implementation of the Equator Principles is published on our website.,unsustainable
1858,"Therefore, the CO2 emissions for all products incinerated were calculated by multiplying CO2 emissions per kg by the amount of pre-product.",unsustainable
1859,"It includes emissions associated with the extraction of raw materials and the production of parts purchased by Groupe PSA for its vehicles (14.39% of total GHG emissions), the upstream transport of materials and parts to the Group’s plants (0.47%) and work-related travels (0.02%).",unsustainable
1860,"The impairment test for the Pigments unit revealed that a change to the key assumptions, which is considered reasonably possible, could lead to the carrying amount exceeding the recoverable amount.",unsustainable
1861,JRE is steadily implementing equipment retrofitting that includes switching to LED lighting and installing more energy efficient air conditioning units to reduce its environmental impact based on its sustainability plan.,sustainable
1862,The energy flows in Robeco’s Scope 1 emissions relate to the fuel consumption of the fleet of vehicles.,unsustainable
1863,"These Plans examine aspects related to the safety of workers, ensuring their safety with specific behavioural and evacuation procedures, checked on a yearly basis, and aspects related to the protection of the environment, identifying the emergency interventions in order to limit contamination of environmental media (air, water and soil).",sustainable
1864,Our institutional retirement business has further committed to reduce portfolio carbon emission intensity by 18.5% by 2025.,sustainable
1865,In 2018 Aurum introduced an employee volunteering programme.,sustainable
1866,"All used water is treated onsite and most of it reused on site, while to neutralise any freshwater pollution, all rainfall is captured through a storm water basin and wells before being re-infiltrated to the ground.",sustainable
1867,"At year-end 2020, the annual emissions avoided through both KBC green bonds amounted to 188 139 tonnes of CO2.",unsustainable
1868,"With reference to climate change, Acea implemented an alignment with the Recommendations of the Taskforce on Climate-related Financial Disclosures (TCFD); these guidelines formed the groundwork for defining a target to reduce climate-altering emissions according to scientific methods (a Science-Based Target).",sustainable
1869,"In particular, we are currently analyzing Scope 3 emissions from categories 1, 4 and 10.",unsustainable
1870,The use of these resources has a negative impact on biodiversity and the climate.,unsustainable
1871,This information is based on our global information gathering system based on incidents reported via the SGS integrity helplines.,unsustainable
1872,"To achieve our five-year goal to reduce greenhouse gas emissions, including those from our data centers, BNY Mellon implemented a three-year program to replace legacy mechanical and electrical equipment with newer and more energy-efficient systems.",sustainable
1873,"We’re investing further in 2021 in our digital client service offering to deliver a multimedia platform for our global client base that offers responsiveness, customisation, convenience and accessibility whilst also saving carbon through reduced paper and travel to face-to-face meetings.",sustainable
1874,"Our efforts aim to mitigate our climate-related risks, pursue opportunities at scale for our clients and reduce the climate impact of our own footprint.",sustainable
1875,"We have implemented waste reduction, reuse, and recycling programs across our operations.",sustainable
1876,"On the Board of Statutory Auditors the percentage reached 60% (3 women out of 5 members, of which 2 substitutes), figures above the quotas required by law (Law no. 120/2011).",sustainable
1877,Robeco’s carbon footprint reporting is synchronous with the calendar year and the financial year.,unsustainable
1878,"These include goals for reducing our carbon footprint and corporate waste, and progressing our philanthropic efforts.",sustainable
1879,"The electricity required to run our facilities is the largest contributor of CO2 emissions in our operations, accounting for about 53 per cent of our carbon footprint.",unsustainable
1880,"Given the need to cut emissions linked to the production of fertilizers and address the environmental challenges associated with their use, the question is what the future role of fertilizer companies should be.",unsustainable
1881,"Around the world, we transport and store numerous products and materials.",unsustainable
1882,Our reported operational GHG emissions for 2020 have been impacted by reduced emissions from limited business travel and reduced office occupancy as a result of COVID-19 related restrictions.,sustainable
1883,This makes emissions comparable across companies by dividing carbon emissions by revenues in a given year for each company that we invest in.,unsustainable
1884,We support the largest reforestation project in North America working to restore over a million acres of degraded lands back to their original and highly beneficial forest ecosystems in the lower Mississippi River Valley.,sustainable
1885,"What is required differs considerably by sector (e.g. supply chain transparency for palm, soy and cattle, versus more asset-level biodiversity data at mining sites).",unsustainable
1886,Global CO2 emissions from the energy sector and industrial processes fall from 35.8 billion tonnes in 2019 to less than 10 billion tonnes by 2050 and are on track to net zero emissions by 2070.,sustainable
1887,"We have increased the variety of investments in the transportation sector with diverse mobility solutions, yet with the same focus on the sustainability performance and potential of the projects.",sustainable
1888,This can be done by dipping fruit or vegetables in the coating mix or spraying the mix onto the produce.,unsustainable
1889,"The most-material climate-sensitive industrial sectors and technologies we finance across our business in our core countries (as a percentage of the outstanding portfolio) are (1) real estate 6.3%, (2) building and construction 3.9%, (3) agriculture, farming, fishing 2.7%, (4) automotive 2.5%, (5) food production and beverages 2.2%, (6) energy 2.1%, (7) metals 1.4% and (8) chemicals 1.4%.",unsustainable
1890,This error also resulting in emission changes for upstream (WTT) emission and the amount of renewable electricity being used in MWh.,unsustainable
1891,"Since 2010, our Carbon emissions from travel have been reduced by 60%.",sustainable
1892,"To this end, we are now analyzing emissions for the Scope 3 categories 1, 4 and 10 in particular.",unsustainable
1893,"We have worked with clients to fund a wide variety of sustainable infrastructure, helping to reduce emissions, conserve resources, and build a stronger and more sustainable economy.",sustainable
1894,SGS ensures public and private vehicles are compliant with safety and emission standards issued by regulatory authorities.,sustainable
1895,"For all the details on energy-efficiency actions and consequent reductions in CO2 emissions, see the section Energy saving in the chapter The use of materials, energy and water.",unsustainable
1896,"One investee expanded to include 628 smallholder rice farmers (28% women) who received training in Good Agricultural Practices, and financial support for irrigation charges.",sustainable
1897,Techem’s services and solutions offered help to avoid more than 6.5 million tonnes of CO2–emissions every year.,sustainable
1898,"In the course of these changes, the number of Board members was reduced from eight to seven.",unsustainable
1899,"We believe it is important to lead by example, maintaining zero net carbon emissions since 2015 and providing more than $1.7 billion in financing for wind projects since 2014.",sustainable
1900,"The challenging financial conditions for (small- scale) farmers, especially across developing countries, have so far not resulted in greater support from local governments.",unsustainable
1901,"As already mentioned, when we amended our Human Rights Policy in November 2016, we added a clause prohibiting the discrimination against any person who identify as LGBTQ.",sustainable
1902,"This carbon footprint calculation serves to highlight the listed companies with the highest level of emissions, and therefore those most likely to be heavily exposed to direct transition risks.",unsustainable
1903,"Additionally, pursuant to article 19 of Legislative Decree 39/2010 (as amended by Legislative Decree 135/2016), the Board of Statutory Auditors is assigned the functions of the Internal Control and Audit Committee.",unsustainable
1904,"It has therefore embraced the global challenge to combat climate change, aware both of the environmental importance of the issue and the potential opportunities, also of an industrial nature, presented by the energy transition.",sustainable
1905,"Ceres (Coalition for Environmentally Responsible Economies) is an NGO that encourages companies to take action on environmental issues, such as global warming.",unsustainable
1906,"Analysis by van Kernebeek et al (2015, “Saving land to feed a growing population: consequences for consumption of crop and livestock products”) shows that the most efficient land use requires animal-based protein to remain part of people’s diets.",unsustainable
1907,"This year, we gathered data on 8.4 million square meters of the portfolio in terms of energy and carbon data.",unsustainable
1908,Compensation of the Board of Executive Directors is described in detail in the Compensation Report from page 146 onward.,unsustainable
1909,Oslofjord Varme owns over 119 km (including JVs) of networks heating and cooling Greater Oslo’s homes and offices.,unsustainable
1910,We have committed to set science-based targets to reduce emissions across each of our businesses.,sustainable
1911,"As CO2 emissions regulations continue to tighten globally, it is estimated that electric vehicles (EVs) will represent 32% of the total market share for new car sales in 2030 compared to 2.5% in 2019.",unsustainable
1912,Operational car leasing is one of the business lines for which KBC has developed strategies to reduce its climate impact.,sustainable
1913,Companies with a large carbon footprint are increasingly affected by carbon mitigation and adaptation policies and pressured by activist organisations and financial markets.,unsustainable
1914,We will continue our efforts on measuring carbon impact.,sustainable
1915,"We aim to build a low-carbon society, a natural symbiosis society which fosters biodiversity, and a circulatory society, and will work to solve problems which obstruct these aims through our core businesses by cooperating with various stakeholders.",sustainable
1916,Impairments are recognized if the carrying amount of an asset exceeds the recoverable amount.,unsustainable
1917,"Furthermore, ABN AMRO set up a collaboration with Ecochain to use life cycle assessment methodology to show business clients how they can make their operations more sustainable.",sustainable
1918,"Scope 3 emissions in Prudential’s GHG inventory include business travel (commercial air transport, intercity rail, employee mileage reimbursements, public transit, rental cars, hotel stays) and fuel and energy-related activities not included in Scope 1 and Scope 2 (FERA).",unsustainable
1919,Fund Mission/Information Change to Prior year Africa Agriculture and Trade Investment Fund (AATIF) Improve food security and end poverty through sustainable investment along the entire agricultural chain in Africa,sustainable
1920,"In 2020, the Company reused approximately 430,000 m3 of equipment (belt presses) and for the backwashing of the Pollino recovered water for washing the sheets of sludge dehydration water plant filters in Porcari (Lucca).",sustainable
1921,"Our Scope 3 footprint includes business travel booked through our central travel management company, car travel in colleague-owned cars, global water consumption (where data is available) and UK waste generated from our occupied properties with operational control.",unsustainable
1922,"We analyze accidents, incidents and their causes in detail at a global level to learn from these.",sustainable
1923,"The SGS Sustainable Mobility Strategy will also include driving efficiency training, rationalization of the fleet, inclusion of more sustainable vehicles in the catalogue and an alternative transportation study.",sustainable
1924,"Independently, we issued a Fossil Fuel Policy for our ESG-enhanced funds in an effort to align our portfolios, over time, with the Paris Agreement.",sustainable
1925,Employee commuting emissions are calculated from shuttles transporting employees from their home to work at our India offices.,unsustainable
1926,Further consideration must be given to double counting implications of including Scope 3 emissions.,unsustainable
1927,The Group strives for continuous reductions of CO2 emissions by enabling trains to use the tunnel.,sustainable
1928,It is no longer enough for companies to reduce their environmental impact with self-set targets.,unsustainable
1929,"This is an investor-led initiative to engage systemically important GHG emitters and other companies across the global economy, which have significant opportunities to drive the clean energy transition and help achieve the goals of the Paris Agreement.",sustainable
1930,"We encourage the use of public transportation where available through our transit pass program, which provides benefits and aids in the reduction of traffic congestion and carbon emissions.",sustainable
1931,The Carbon Efficiency Strategy seeks to provide broad equity exposure while minimizing investment in companies with high carbon emissions and supporting companies that have made strides toward being environmentally responsible.,sustainable
1932,The carbon emissions were calculated for the production and distribution of paper consumed by Robeco.,unsustainable
1933,"The goal is to optimize their yields, reduce the impact on the environment and be able to offer certified sustainable castor oil on the global market.",sustainable
1934,"Our approach includes increasing accessibility for people with reduced mobility and, where possible, acquiring buildings near public or green transportation options.",sustainable
1935,"There are few opportunities to use recycled material in our production processes, because our business model puts us at the start of the value chain.",unsustainable
1936,We are taking active measures to reduce our exposure to highly carbon-intensive sectors that do not have meaningful prospects for a sustainable transition.,sustainable
1937,"The Labour-Management Relations Protocol structures the system of union participation and dialogue on three levels – Group, industrial segment and corporate – and defines some areas of discussion for each level: economic and financial performance, employment policies, selection, promotion, development and training of staff, occupational safety, corporate welfare, promotion of diversity and inclusion; industrial policy and investment plans; performance bonus, organisation of working hours, technical and specialized training and professional development.",unsustainable
1938,"As discussed below, BlackRock believes that Scope 3 (Investments) should refer to emissions from investments made with assets that are owned by the company, rather than those managed by an asset manager on behalf of external asset owners.",unsustainable
1939,"To help its institutional clients work to promote the energy transition, Amundi has launched, in partnership with AIIB, a benchmark tool for assessing the risks associated with climate change in line with the objectives of the Paris agreement.",sustainable
1940,In 2020 the increase is mainly due to the increase of the number of petrol powered 176 vehicles in Gori and to the increase in consumption in Acea Ato 2.,unsustainable
1941,"Data and information supporting the Scope 1 and Scope 2 GHG emissions, RECs, GOs, other renewable electricity instruments and GHG Offsets assertion were in most cases historical in nature and in some cases estimated.",unsustainable
1942,"It enables SME/mid caps and large corporates, as well as governments, municipalities and institutions to offer their employees a bicycle for commuter travel in a tax-friendly way.",sustainable
1943,"For the purposes of the pilot, the calculation of an investment product’s carbon footprint only considers direct investments in equities, representing around 40% of investments of the products in scope.",unsustainable
1944,"In 2016, the Science-Based Target Initiative officially approved our goal of a 30 percent reduction in Scope 1 and 2 emissions per square meter by 2025 from a 2015 base year.",sustainable
1945,"Our aim is to reduce the worldwide lost-time injury rate to no more than 0.1 per 200,000 working hours by 2025.",sustainable
1946,The proponent also highlighted the lack of Scope 3 emissions reduction targets.,unsustainable
1947,"They do not provide an assessment of how those investees may evolve their businesses to reduce their emissions in the future based on transition plans, emissions reduction targets, and goals.",unsustainable
1948,In 2018 we pledged to achieve carbon neutrality in our Airport Industrial Property Unit Trust (AIPUT) by 2025.,sustainable
1949,"The rising costs of these metals mean that they must be used in minute quantities, with implications for their subsequent recovery during the recycling phase.",unsustainable
1950,"In addition, we committed to being carbon neutral in our global operations for Scope 1 (direct energy usage) and Scope 2 (indirect energy) emissions, beginning with the 2020 reporting year.",sustainable
1951,"We were able to achieve this reduction through installation of low-flow fixtures and aerators, efficient operation of chiller plants, repair and replacement of old, leaking systems, and operation of efficient irrigation systems.",sustainable
1952,"In order to accelerate the transition to a circular economy, Commercial Banking provides its clients with advice about sustainable business models.",sustainable
1953,"In 2017, the reference to the transportation sector indicators of the US-based SASB (Sustainability Accounting Standards Board) standard was added.",unsustainable
1954,"We encourage many of our portfolio companies to prepare for a shift to a low-carbon economy and capitalize on potential opportunities, such as renewable energy alternatives and innovative technologies.",sustainable
1955,An example of how we contribute to the energy transition is by structuring financing for windmill projects in and outside the Netherlands.,sustainable
1956,"Revenues, expenses and assets are recognised net of the amount of goods and services tax (GST), except where the amount of GST incurred is not recoverable from the Australian Tax Office (ATO).",unsustainable
1957,"Work-related accidents are considered relevant if they occur on the premises, on business trips, during goods transport, as a result of external influences (e.g. natural disasters), or due to criminal acts involving personal injury.",unsustainable
1958,2020 was the Aurum Group’s sixth consecutive year of carbon offsetting across our offices and the activities of our staff.,sustainable
1959,The pathway that investees follow in their decarbonization journey is a critical element of investors’ success in their attempts to align their portfolios with the Paris Agreement.,unsustainable
1960,"Scope 3 emissions measurement methods are yet to be developed for these activities, including in the context of commodity trade finance (CTF).",unsustainable
1961,Total Scope 1 and 2 GHG emissions decreased by 36% or 963 tonnes from 2019.,sustainable
1962,The world needs investment in innovative systems to improve the sustainability of food supply.,unsustainable
1963,"Single-use plastics, or disposable plastics, are typically used only once before they are thrown away or recycled.",unsustainable
1964,"Our overall ambition is to provide transparency to stakeholders, and to reduce our future CO2 footprint.",sustainable
1965,We calculate that the CO2 emissions avoided because of this bicycle feet amount to 6 555 tonnes/year (representing 60 117 634 kilometres/year).,sustainable
1966,How can the accident data transmitted by vehicles be used to improve road safety and be of benefit to the Company?,unsustainable
1967,5 incidents were reported and investigations carried out in 2019.,unsustainable
1968,"In 2018, LYXOR has joined the Climate Action 100+, an international initiative led by investors in order to systematically engage important greenhouse gas emitters and other companies, across the global economy, that have significant opportunities to drive the clean energy transition and to help achieving the goals of the Paris Agreement.",sustainable
1969,Carbon intensity is based on data for scope 1 and 2 CO2 emissions of investee companies provided by a third data provider.,unsustainable
1970,"However, we were able to replace some of these with virtual volunteering events and other activities that complied with social distancing restrictions.",sustainable
1971,An important first step in developing solutions and strategies for a low-carbon economy is to understand the issues driving them.,unsustainable
1972,"Scope 3 emissions for purchase of goods, services and labour are calculated using monitoring data for energy-consumption outside the Group, requested from a representative panel of suppliers using a questionnaire (see the section Energy consumption outside the Group).",unsustainable
1973,Calculate average use of Scope 1 and 2 energy sources per dwelling 3.,unsustainable
1974,Our strategy is to reduce this impact through energy efficiency and purchasing all our electricity from renewables.,sustainable
1975,"At the end of 2019, this offer was also made available for independent repairers, who can issue their request through the authorized parts distribution network of the Group (Distrigo platform).",unsustainable
1976,"State Street is committed to making a positive impact on the communities where we live and work, including employee volunteering and investing in local nonprofits.",sustainable
1977,"SmartRetur promotes a circular economy, helping customers save costs while reducing the environmental footprint of logistics.",sustainable
1978,"Biodiversity protection is fundamental to achieving food security, poverty reduction and more inclusive and equitable development.",unsustainable
1979,"We take concrete action to reduce the carbon footprint resulting from running our company, with a three-pronged strategy to measure, reduce and offset our emissions.",sustainable
1980,"Members of each cross-functional work-stream team, which include diverse global employees, have the opportunity for professional development.",sustainable
1981,This means that farmers around the world face the challenge of increasing their crop yields.,unsustainable
1982,"This project implemented in partnership with their local partner, Tiempo de Juego, prepare the young people for a safe and fulfilling return into families and communities, to reduce the risks of violence, substance abuse and involvement in crime, and overall to reduce the likelihood of returning to the institutions.",sustainable
1983,Several initiatives were implemented in 2020 to reduce paper consumption or increase the use of recycled paper.,sustainable
1984,"In Europe, the building stock sector generates 40% of energy consumption and accounts for 36% of CO2 emissions.",unsustainable
1985,"Emissions of N2 O, CH4 and HFC have been translated into CO2 emissions using the Global Warming Potential, or GWP, factor.",unsustainable
1986,Our cafeteria is filled with healthy food options and nutrition info is posted to encourage better choices.,sustainable
1987,"We then install electrical boxes, meters and sub-meters throughout the buildings, enabling us to measure overall energy consumption from lights, electricity, heating and cooling systems, etc.",sustainable
1988,"Cyber-security incidents are on the rise, and regulators and investors are increasingly scrutinising companies’ policies and protections, given the costly implications of these incidents.",unsustainable
1989,"International standards such as the UN Global Compact, the OECD Guidelines for Multinational Corporations, Cluster Munitions Convention and Coalition for Environmentally Responsible Economies (CERES) are guiding principles for our business.",sustainable
1990,"Our 2024 targets include a 25 per cent reduction in waste production, increasing onsite recycling rates to 80 per cent and diverting 100 per cent of our waste from landfills where regional waste management facilities allow.",sustainable
1991,The difference can mainly be explained by the fact that MSCI did not take account of Scope 3 emissions.,unsustainable
1992,SASB and TCFD are frameworks driven by the investment community to facilitate reporting that enables investors to make informed decisions around material sustainability metrics and themes that have a likelihood of impacting long-term performance and fostering more sustainable business models.,sustainable
1993,Given the nature of Aurum’s investments we primarily consider climate risks associated with the transition to a lower-carbon economy rather than physical climate risks.,unsustainable
1994,"Each summer, as many as 15 million American children lose access to free and reduced-cost meals when the school year ends.",unsustainable
1995,"Compared to 2010, we have reduced our energy consumption by more than 25% and cut our greenhouse gas emissions by half.",sustainable
1996,"Specifically, for some tenders for water, electrical and civil engineering works awarded with the method indicated, rewarding criteria were also included regarding the use of ecological vehicles, additional training of workers in the area of safety, and the possession of certifications (where not already participation requirements) in the following areas: environment, health/safety, energy efficiency, the use of environmentally sustainable materials and corruption.",unsustainable
1997,The loss of biodiversity is becoming a major public concern.,unsustainable
1998,"The fund aims to reduce greenhouse gas (GHG) emissions by 40% across the entire European portfolio over the next decade through a core, diversified, income-driven strategy.",sustainable
1999,The COVID-19 environment had a significant impact on global recycling rates.,unsustainable
2000,"Carbon intensity This data is provided by Trucost, This corresponds to companies’ annual greenhouse gas emissions expressed in metric tons of carbon dioxide equivalent.",unsustainable
2001,All homes that we build will be capable of operating with net zero carbon emissions from 2030.,sustainable
2002,Business travel was signifcantly reduced in 2020.,unsustainable
2003,"As a signatory of the Montreal Carbon Pledge, CNP Assurances published the carbon footprint of its portfolio of directly held listed equities in December 2015 and undertook to reduce it by 47% between 2014 and 2021 to attain a level of 250 kgeqCO2 /per €k invested by 2021: this target was reached in June 2019, a year and a half ahead of schedule.",sustainable
2004,"Opportunities to promote circular economy models and waste recovery projects, for example with waste-to-energy processes combined with material recovery (for example: sodium recovery).",sustainable
2005,"Data on fiscal 2018 CO emissions by main Group companies under Scope 1, 2 and 3 (Category 6: Business Travel) has been independently certified by the Japan Quality Assurance Organization to ensure its reliability.",unsustainable
2006,"From office recycling to reducing our water usage, we are driving sustainability forward on many fronts.",sustainable
2007,Our employees can report integrity-related incidents without fear of retribution.,sustainable
2008,We offer effective and scientifically proven alternatives to microplastics.,sustainable
2009,"The Aprilia composting plant has a system for the treatment of residual water from waste awaiting processing for reuse in production processes, and exclusively for industrial uses (e.g. washing vehicles).",sustainable
2010,"Also referred to as micropollutants, these are synthetic substances present in concentrations ranging from one nanogram to one microgram per liter of water.",unsustainable
2011,"As we mentioned previously, population growth and the expanding middle class in developing countries (particularly Asia) has resulted in a strong increase in demand for food, thereby putting more pressure on the need for higher crop yields.",unsustainable
2012,"Further root cause analysis regarding seniority, profession, and business division of women versus men are published together with actions to reduce the gap.",sustainable
2013,"As of 31 December 2021, we had reduced our lending exposure to carbon-related assets to 9.9% (USD 45.6 billion) of our total customer lending exposure.",sustainable
2014,"Business travel includes travel by public transport (train), by private car and by air.",unsustainable
2015,We have already met our long-term target to reduce our energy use in just one year.,sustainable
2016,"Whenever possible, our employees support our programs by volunteering their time and serving as mentors to the young people.",sustainable
2017,"Since the Paris Agreement effectively requires a halving of global emissions every decade, NAM has set a target to reduce the weighted average carbon intensity (WACI) of our investments by 50% before 2030, compared to a 2019 baseline (Target 2).",sustainable
2018,"The 1,200 m2 building at 33 rue de Wagram was successfully refurbished as part of a circular economy program, and was let to new tenants in December 2020.",sustainable
2019,"Generally, introduction of renewable energy has been considered cost effective to reduce GHG emissions rather than renovation work.",unsustainable
2020,"To achieve carbon neutrality, we compensate the balance of our emissions through the purchase of carbon credits to fund projects that reduce or remove carbon emissions.",sustainable
